NomBloc;NomChamp;POSX;POSY;Largeur;nbLignes;NbIterationMin;NbIterationMax;alignement;format;style;calcul
TAB_ANIMAL_LIGNE;PRIX_ACHAT_EX5;204;18;20.81;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;MONTANT_ACHAT_EX1;105;23;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;MONTANT_ACHAT_EX2;130;23;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;MONTANT_ACHAT_EX3;155;23;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;MONTANT_ACHAT_EX4;179;23;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;MONTANT_ACHAT_EX5;204;23;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_CEDE_EX1;105;27;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_CEDE_EX2;130;27;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_CEDE_EX3;155;27;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_CEDE_EX4;179;27;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_CEDE_EX5;204;27;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_CESSION_EX1;105;31;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_CESSION_EX2;130;31;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_CESSION_EX3;155;31;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_CESSION_EX4;179;31;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_CESSION_EX5;204;31;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;MONTANT_CESSION_EX1;105;35;20.81;1;2;100;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_CESSION_EX2;130;35;20.81;1;2;101;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_CESSION_EX3;155;35;20.81;1;2;102;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_CESSION_EX4;179;35;20.81;1;2;103;G;n;g;
TAB_ANIMAL_LIGNE;MONTANT_CESSION_EX5;204;35;20.81;1;2;104;G;n;g;
TAB_ANIMAL_LIGNE;EFFECTIF_RECU_EX1;105;39;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_RECU_EX2;130;39;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_RECU_EX3;155;39;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_RECU_EX4;179;39;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;EFFECTIF_RECU_EX5;204;39;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_RECU_EX1;105;43;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_RECU_EX2;130;43;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_RECU_EX3;155;43;21;1;2;102;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_RECU_EX4;179;43;21;1;2;103;G;n;n;
TAB_ANIMAL_LIGNE;PRIX_RECU_EX5;204;43;21;1;2;104;G;n;n;
TAB_ANIMAL_LIGNE;TOTAL_RECU_EX1;105;47;20.81;1;2;100;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_RECU_EX2;130;47;20.81;1;2;101;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_RECU_EX3;155;47;20.81;1;2;102;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_RECU_EX4;179;47;20.81;1;2;103;G;n;g;
TAB_ANIMAL_LIGNE;TOTAL_RECU_EX5;204;47;20.81;1;2;104;G;n;g;
TAB_ANIMAL_LIGNE;STOCK_EFFECTIF_EX1;105;51;21;1;2;100;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_EFFECTIF_EX2;130;51;21;1;2;101;G;n;n;
TAB_ANIMAL_LIGNE;STOCK_EFFECTIF_EX3;155;51;21;1;2;102;G;n;n;
